MSI_DO_YOU_AGREE,"同意しますか？"
MSI_SUGGEST_ALLY_GUILD,"ギルドから同盟要請が来ました。同盟を組みますか？"
MSI_REQALLYGUILD_ALREADY_ALLIED,"すでに同盟関係です。"
MSI_REQALLYGUILD_REJECT,"同盟を拒否しました。"
MSI_REQALLYGUILD_ACCEPT,"同盟を承諾しました。"
MSI_REQALLYGUILD_OVERSIZE,"相手ギルドの同盟ギルドの数が超過しました。"
MSI_REQALLYMYGUILD_OVERSIZE,"ギルドの同盟ギルドの数が超過しました。"
MSI_REQ_ALLY_GUILD,"ギルド同盟要請"
MSI_DISORGANIZE_GUILD_SUCCESS,"ギルド解散に成功しました。"
MSI_DISORGANIZE_GUILD_INVALIDKEY,"住民登録番号が違うため、ギルドが解散できません。"
MSI_DISORGANIZE_GUILD_MEMBEREXIST,"ギルドメンバーが存在するため、ギルドの解散ができません。"
MSI_REQ_HOSTILE_GUILD,"ギルド敵対要請"
MSI_SELECT_HAIR_COLOR,"髪の色を選択"
MSI_GUILD_MAKE_GUILD_NONE_ITEM,"ギルドを結成する時に必要なエンペリウムを所持していません。"
MSI_MONSTER_INFO_WINDOW,"モンスター情報"
MSI_NAME,"名前"
MSI_LEVEL,"レベル"
MSI_HP,"HP"
MSI_SIZE,"サイズ"
MSI_RACETYPE,"種族"
MSI_MDEFPOWER,"MDEF"
MSI_PROPERTY,"属性"
MSI_PROPERTY_NEUTURAL,"無"
MSI_PROPERTY_WATER,"水"
MSI_PROPERTY_EARTH,"地"
MSI_PROPERTY_FIRE,"火"
MSI_PROPERTY_WIND,"風"
MSI_PROPERTY_POISON,"毒"
MSI_PROPERTY_SAINT,"聖"
MSI_PROPERTY_DARK,"暗"
MSI_PROPERTY_MENTAL,"念"
MSI_PROPERTY_UNDEAD,"死"
MSI_CANT_MAKE_ITEM,"アイテムを作る条件を満たしていません。"
MSI_MAKE_LIST,"製造リスト"
MSI_MAKE_TARGET,"製造"
MSI_REQUIRE_FOR_MAKE_TARGET,"に必要な材料 : "
MSI_MAKE_TARGET_FAIL,"製造失敗"
MSI_MAKE_TARGET_SUCCEESS,"製造成功"
MSI_MAKE_TARGET_FAIL_MSG,"%s 製造に失敗しました。"
MSI_MAKE_TARGET_SUCCEESS_MSG,"%s 製造に成功しました。"
MSI_NOT_ENOUGH_LEVEL,"レベルが足りません。"
MSI_TOO_HIGH_LEVEL,"レベルが高すぎます。"
MSI_NOT_ACCEPTABLE_JOB,"適正職業ではありません。"
MSI_TALKBOX_WINDOW,"トーキーボックス・トラップメッセージ"
MSI_TALKBOX_WINDOW_MSG,"記録するメッセージを入力してください。"
MSI_SEND_TO_GUILD,"ギルドに送る"
MSI_NOT_SETTLED,"決済されたアカウントではありません。決済後に接続してください。"
MSI_ACCOUNT_BUSY,"サーバーが混雑しています。しばらく後に接続してください。"
MSI_INFORMATION_REMAINED,"前の接続情報が残っています。しばらく後に接続してください。"
MSI_BIRDOFF,"鷹を放す"
MSI_CHIKENOFF,"ペコペコから降りる"
MSI_SIZE_SMALL,"小"
MSI_SIZE_MIDDLE,"中"
MSI_SIZE_BIG,"大"
MSI_DOUBLE,"ダブル"
MSI_TRIPLE,"トリプル"
MSI_QUADROPLE,"クワドロプル"
MSI_LOGIN_REFUSE_BLOCKED_UNTIL,"【期限切れ】「プレイ利用権」の購入が必要です。※トライアルサービスを利用していた場合、「プレイ利用権」を購入することで、同じデータでプレイすることができます。"
MSI_MANUFACTURED_NORMAL_ITEM,"の"
MSI_MANUFACTURED_FIRE_ITEM,"のファイア"
MSI_MANUFACTURED_ICE_ITEM,"のアイス"
MSI_MANUFACTURED_WIND_ITEM,"のウインド"
MSI_MANUFACTURED_EARTH_ITEM,"のアース"
MSI_ACCOUNT_ADDRESS,"127.0.0.1"
MSI_ACCOUNT_PORT,"6900"
MSI_REGISTRATION_WEB_URL,"http://localhost:6900/"
MSI_BAN_USER,"%s 使用者強制終了"
MSI_ONE_STARPIECE,"ぷち強い"
MSI_TWO_STARPIECE,"強い"
MSI_THREE_STARPIECE,"超強い"
MSI_GUILD_KICK_REASON,"ギルド追放理由"
MSI_INCATTACKSPEED,"攻撃速度が増加しました。"
MSI_DECATTACKSPEED,"攻撃速度が減少しました。"
MSI_INCWEAPONATTACK,"武器の攻撃力が増加しました。"
MSI_DECWEAPONATTACK,"武器の攻撃力が減少しました。"
MSI_FASTPREDELAY,"スキル使用ディレイが減少しました。"
MSI_NORMALPREDELAY,"スキル使用ディレイが元に戻りました。"
MSI_WEAPONPROPERTYPOISON,"武器に毒属性が付与されました。"
MSI_WEAPONPROPERTYSAINT,"武器に聖属性が付与されました。"
MSI_WEAPONPROPERTYORIGINAL,"武器の属性が元に戻りました。"
MSI_ARMORPROPERTYSAINT,"防具に聖属性が付与されました。"
MSI_ARMORPROPERTYORIGINAL,"防具の属性が元に戻りました。"
MSI_BARRIOR,"バリア状態になりました。"
MSI_DISAPPEARBARRIOR,"バリア状態が解除されました。"
MSI_PERFECTDAMAGE,"ウェポンパーフェクションモードになりました。"
MSI_DISAPPEARPERFECTDAMAGE,"ウェポンパーフェクションモードが解除されました。"
MSI_OVERTHRUSTING,"オーバートラストモードになりました。"
MSI_DISAPPEAROVERTHRUSTING,"オーバートラストモードが解除されました。"
MSI_MAXIMIZE,"マキシマイズパワーモードになりました。"
MSI_DISAPPEARMAXIMIZE,"マキシマイズパワーモードが解除されました。"
MSI_SERVER_PROPERTY_NEW,"[新]"
MSI_SERVER_USER_COUNT,"(%d 名)"
MSI_SERVER_INSPECTING,"(点検中)"
MSI_GUILD_MEMBER_STATUS_ONLINE,"ギルドメンバー %sさんが接続しました。"
MSI_GUILD_MEMBER_STATUS_OFFLINE,"ギルドメンバー %sさんが終了しました。"
MSI_GOT_EXPERIENCE_POINT,"経験値 %d 獲得"
MSI_GOT_JOB_EXPERIENCE_POINT,"ジョブ経験値 %d 獲得"
MSI_LEFT_GUILD,"ギルドから脱退しました。"
MSI_BAN_FROM_GUILD,"ギルドから追放されました。"
MSI_ITEM_IDENTIFY_SUCCEESS,"アイテム鑑定成功"
MSI_ITEM_IDENTIFY_FAIL,"アイテム鑑定失敗"
MSI_ITEM_COMPOUNDING_SUCCEESS,"アイテム組み合わせ成功"
MSI_ITEM_COMPOUNDING_FAIL,"アイテム組み合わせ失敗"
MSI_HOSTILE_GUILD_SUCCEESS,"ギルド敵対成功"
MSI_TOO_MANY_HOSTILE_GUILD,"敵対ギルド数超過のためギルド敵対失敗"
MSI_ALREADY_REGISTERED_HOSTILE_GUILD,"すでに敵対ギルドです。"
MSI_ITEM_REFINING_SUCCEESS,"精錬が成功しました。"
MSI_ITEM_REFINING_FAIL,"精錬が失敗しました。"
MSI_IMPOSSIBLE_TELEPORT_AREA,"テレポート不可能地域です。"
MSI_POSSIBLE_TELEPORT_AREA,"memo不可能地域です。"
MSI_CANT_EXIT_NOW,"今は終了できません。"
MSI_POSITION,"職位"
MSI_JOB,"職業"
MSI_MEMO,"メモ"
MSI_CONTRIBUTION,"寄与"
MSI_EXP_CONTIRIBUTION,"上納経験値"
MSI_LEAVE_GUILD,"ギルド脱退"
MSI_EXPEL_GUILD,"除名する"
MSI_GRADE,"序列"
MSI_POSITION_NAME,"職位名"
MSI_JOIN_AUTHORITY,"加入権限"
MSI_PENALTY_AUTORITY,"処罰権限"
MSI_CONTRIBUTION_PERCENT,"上納％"
MSI_TITLE,"題目"
MSI_CONTENTS,"内容"
MSI_GUILD_NAME,"ギルド名"
MSI_GUILD_LEVEL,"ギルドレベル"
MSI_GUILD_PEOPLE_COUNT,"組合員数"
MSI_RANKING,"ランキング"
MSI_ITEM_IDENTIFY,"アイテム鑑定"
MSI_ITEM_COMPOUNDING,"アイテム組み合わせ"
MSI_PLEASE_INPUT_WHY_LEAVING,"脱退理由を入力してください。"
MSI_PELASE_INPUT_WHY_EXPEL,"追放理由を入力してください。"
MSI_PLEASE_CLOSE_STORE,"商店を閉じます。"
MSI_SKILL_NAME,"スキル名"
MSI_ITEM_NAME,"アイテム名"
MSI_SETTLE_WEB_URL,"http://localhost:6900/ (Billing Web)"
MSI_BAN_IP_OVERFLOW,"IP capacity of this Internet Cafe is full. Would you like to pay the personal base?"
MSI_BAN_PAY_OUT,"You are out of available paid playing time. Game will be shut down automatically."
MSI_NAMELENGTH_TOO_LONG,"名前が長すぎます。全角11字、半角23字以内にしてください。"
MSI_DELETE_AFTER_10_SECOND,"キャラクタ－を ^ff0000%d^000000 秒後に削除します。取り消したい場合は、「cancel」ボタンを押してください。"
MSI_BILLING_100,"You paid with the personal regular base."
MSI_BILLING_200,"You paid with the personal regular base. Available time is xx hrs xx mins xx secs."
MSI_BILLING_300,"You are free!"
MSI_BILLING_400,"You are free for the test, your available time is xx hrs xx mins xx secs."
MSI_BILLING_500,"You paid with the Internet Cafe regular base. Available time is xx hrs xx mins xx secs."
MSI_BILLING_501,"You paid with the Time Limit for Internet Cafe. Available time is xx hrs xx mins xx secs."
MSI_BILLING_600,"You are free for the test of Internet Cafe version ."
MSI_BILLING_700,"You are free for the Internet Cafe version."
MSI_BILLING_800,"You paid on the Time Limit Website."
MSI_EMOTION_LIST,"エモーションリスト"
MSI_VIEW_EMOTION,"/エモーション"
MSI_EMOTION_SURPRISE,"/!"
MSI_EMOTION_QUESTION,"/?"
MSI_EMOTION_DELIGHT,"/うれしい"
MSI_EMOTION_THROB,"/ハート"
MSI_EMOTION_BIGTHROB,"/大きいハート"
MSI_EMOTION_SWEAT,"/汗"
MSI_EMOTION_AHA,"/あはは"
MSI_EMOTION_FRET,"/怒り"
MSI_EMOTION_ANGER,"/いやだな"
MSI_EMOTION_MONEY,"/お金"
MSI_EMOTION_THINK,"/…"
MSI_EMOTION_THANKS,"/ありがとう"
MSI_EMOTION_KEK,"/無念"
MSI_EMOTION_SORRY,"/ごめん"
MSI_EMOTION_SMILE,"/笑い"
MSI_EMOTION_PROFUSELY_SWEAT,"/汗かき"
MSI_EMOTION_SCRATCH,"/あの"
MSI_EMOTION_BEST,"/最高"
MSI_EMOTION_STARE_ABOUT,"/キョロキョロ"
MSI_EMOTION_HUK,"/ショック"
MSI_EMOTION_O,"/まる"
MSI_EMOTION_X,"/バツ"
MSI_EMOTION_HELP,"/ヘルプ"
MSI_EMOTION_GO,"/go"
MSI_EMOTION_CRY,"/えーん"
MSI_EMOTION_KIK,"/くすくす"
MSI_EMOTION_CHUP,"/ちゅ"
MSI_EMOTION_CHUPCHUP,"/ちゅちゅ"
MSI_EMOTION_HNG,"/ふん"
MSI_EMOTION_OK,"/うんうん"
MSI_SHORTCUT_LIST,"ショートカットリスト"
MSI_BAN_PAY_SUSPEND,"あなたのアカウントは保留されました。"
MSI_BAN_PAY_CHANGE,"課金システム変更のため、一時終了します。もう一度接続してください。"
MSI_BAN_PAY_WRONGIP,"アカウントサーバーに認証されたIPと、あなたのIPが一致しないため、接続を終了します。"
MSI_BAN_PAY_PNGAMEROOM,"Your connection is terminated to prevent charging from your account's play time."
MSI_BAN_OP_FORCE,"あなたはGMにより強制終了されました。"
MSI_USESKILL_FAIL_WEIGHTOVER,"Weightが90%を越えているため、スキルを使えません。"
MSI_NAMELESS_USER,"名無し"
MSI_RANK_IN_TEN,"おめでとうございます。%sさんの現在ランキングが %d位に上昇しました。"
MSI_RANK_OUT_TEN,"残念ですが、%sさんの現在ランキングが  %d位に下落しました。"
MSI_PET_INFO,"ペット情報"
MSI_PET_HUNGRY,"満腹度"
MSI_PET_FRIENDLY,"親密度"
MSI_CANT_OPEN_STORE_WHILE_CHAT,"商店とチャットルームを同時に開く事はできません。"
MSI_EA4,"個"
MSI_SLAIN,"%s を戦闘不能状態にさせました。"
MSI_SLAINBY,"%s さんにより、戦闘不能状態になりました。"
MSI_NOT_EXIST_PET_FOOD,"エサ - '%s' アイテムを持っていません。"
MSI_PET_FEEDING,"エサをあげる"
MSI_PET_PERFORMANCE,"パフォーマンス"
MSI_PET_RETURN_EGG,"卵に戻す"
MSI_PET_ACC_OFF,"アクセサリー解除"
MSI_PET_SHOWINFO,"ペットステータス"
MSI_PET_ACCESSARY,"アクセサリー"
MSI_ITEM_EQUIPED,"装備済み"
MSI_PET_EGG_LIST,"Pet List"
MSI_ITEM_UNEQUIPED,"未装備"
MSI_SURE_TO_FEED_PET,"本当にエサをあげますか?"
MSI_CAN_INPUT_NUMBER_ONLY,"値段を書く時は数字だけ（0～9）でお願いします。"
MSI_CANT_SELL_UNIDENTIFIED_ITEM,"鑑定されてないアイテムは販売できません。"
MSI_YOU_HAVE_FREE_ITEM_ON_SHOP,"値段が0Zenyのアイテムがあります。続けますか？"
MSI_NEW_EMOTION_LIST,"［新しく追加されたエモーションリスト］"
MSI_BAN_JAPAN_REFUSE1,"お試し期間は終了しました。改めてアトラクションセンターでIDの作成をお願いします。"
MSI_BAN_JAPAN_REFUSE2,"【期限切れ】「プレイ利用権」の購入が必要です。※トライアルサービスを利用していた場合、「プレイ利用権」を購入することで、同じデータでプレイすることができます。"
MSI_ALREADY_SAME_AID_JOINED,"同じ名前のキャラクターが存在します。"
MSI_SERVER_PROPERTY_ADULT,"(%d ppl) - over the age 18"
MSI_ENST_PROVOKE,"プロボック状態になりました。"
MSI_DSST_PROVOKE,"プロボック状態が解除されました。"
MSI_ENST_ENDURE,"インデュア状態になりました。"
MSI_DSST_ENDURE,"インデュア状態が解除されました。"
MSI_ENST_CONCENTRATION,"集中力向上状態になりました。"
MSI_DSST_CONCENTRATION,"集中力向上状態が解除されました。"
MSI_ENST_HIDING,"ハイディング状態になりました。"
MSI_DSST_HIDING,"ハイディング状態が解除されました。"
MSI_ENST_CLOAKING,"クローキング状態になりました。"
MSI_DSST_CLOAKING,"クローキング状態が解除されました。"
MSI_ENST_POISONREACT,"毒を反射できる状態になりました。"
MSI_DSST_POISONREACT,"ポイズンリアクト状態が解除されました。"
MSI_ENST_QUAGMIRE,"クァグマイア状態になり、移動速度が減少しました。"
MSI_DSST_QUAGMIRE,"クァグマイア状態が解除されました。"
MSI_ENST_ANGELUS,"エンジェラス状態になり、防御力が増加しました。"
MSI_DSST_ANGELUS,"エンジェラス状態が解除されました。"
MSI_ENST_BLESSING,"ブレッシング状態になりました。"
MSI_DSST_BLESSING,"ブレッシング状態が解除されました。"
MSI_ENST_CRUCIS,"シグナムクルシス状態になりました。"
MSI_DSST_CRUCIS,"シグナムクルシス状態が解除されました。"
MSI_ENST_SLOWPOISON,"スローポイズン状態になりました。"
MSI_DSST_SLOWPOISON,"スローポイズン状態が解除されました。"
MSI_ENST_MAGNIFICAT,"マグニフィカート状態になりました。"
MSI_DSST_MAGNIFICAT,"マグニフィカート状態が解除されました。"
MSI_ENST_GLORIA,"グロリア状態になりました。"
MSI_DSST_GLORIA,"グロリア状態が解除されました。"
MSI_ENST_LEXAETERNA,"レックスエーテルナ状態になりました。"
MSI_DSST_LEXAETERNA,"レックスエーテルナ状態が解除されました。"
MSI_ENST_ADRENALINE,"アドレナリンラッシュ状態になりました。"
MSI_DSST_ADRENALINE,"アドレナリンラッシュ状態が解除されました。"
MSI_ENST_RIDING,"ペコペコに乗りました。"
MSI_DSST_RIDING,"ペコペコから降りました。"
MSI_ENST_FALCON,"ファルコンをつれました。"
MSI_DSST_FALCON,"ファルコンを放しました。"
MSI_ENST_TRICKDEAD,"死んだふり状態になりました。"
MSI_DSST_TRICKDEAD,"死んだふりをやめました。"
MSI_ENST_SHOUT,"叫びました。"
MSI_DSST_SHOUT,"叫びの効果が終わりました。"
MSI_ENST_ENERGYCOAT,"エナジーコート状態になりました。"
MSI_DSST_ENERGYCOAT,"エナジーコート状態が解除されました。"
MSI_ENST_BROKENAMOR,"防具が壊れました。"
MSI_DSST_BROKENAMOR,"壊れた防具を直しました。"
MSI_ENST_BROKENWEAPON,"武器が壊れました。"
MSI_DSST_BROKENWEAPON,"壊れた武器を直しました。"
MSI_ENST_ILLUSION,"イリュージョン状態になりました。"
MSI_DSST_ILLUSION,"イリュージョン状態が解除されました。"
MSI_REFUSE_BLOCK_TEMPORARY,"Sorry. It is delayed due to the process of payment. Please re-connect in a minute."
MSI_UNEQUIP_ARROW,"装着された矢/弾丸/手裏剣を解除しなければなりません。"
MSI_ARROW_LIST,"矢リスト"
MSI_CART_LIST,"カートリスト"
MSI_MUST_EQUIP_CART,"カートを装着した状態でなければなりません。"
MSI_CANT_MAKE_CHAT_ROOM,"チャットルームを開くことができます。"
MSI_3DAY_FREE,"Registering an account is the first step to accessing the game. Do you want to visit the registration page now?"
MSI_CANT_USE_WHEN_SITDOWN,"座った状態ではこのアイテムを使うことができません。"
MSI_BAD_MANNER_REMAIN,"チャットとスキルおよびアイテム使用の禁止が%d分残っています。"
MSI_BAD_MANNER_END,"チャットとスキルおよびアイテム使用の禁止が解除されました。"
MSI_REF_UNEQUIP,"　-[装着できません]"
MSI_VERY_HUNGRY,"腹ペコ"
MSI_HUNGRY,"空腹"
MSI_NORMAL,"普通"
MSI_REPLETE,"満腹"
MSI_VERY_REPLETE,"とても満腹"
MSI_VERY_AWKWARD,"疎疎しい"
MSI_AWKWARD,"気まずい"
MSI_FRIENDLY,"親しい"
MSI_VERY_FRIENDLY,"きわめて親しい"
MSI_UNKNOWN,"分からない"
MSI_BILLING_DAY_HOUR_MINUTES,"Your account has play time of %d day %d hour %d minute."
MSI_BAN_INFORMATION_REMAINED_ANOTHER_ACCOUNT,"Your account is already connected to account server."
MSI_BILLING_HOUR_MINUTES,"Your account has play time of %d hour %d minute."
MSI_BILLING_FREE_USER,"Your account is a free account."
MSI_REFUSE_NONSAKRAY_ID_BLOCKED,"This account can't connect the Sakray server."
MSI_PETNAME_IN23,"ペッﾄの名前は半角23,全角11字以内で決めてください."
MSI_PETNAME_CHANGE_ONLYONCE,"ペットの名前は一度だけ変更することが出来ます。名前を変更しますがよろしいですか？"
MSI_NAMEBALLOON_TYPE,"/フォント"
MSI_GUILDZENY_NOT_ENOUGH,"ギルドZeny関連作業が失敗しました."
MSI_GUILDZENY_OVER,"ギルドが所持できる最大金額を超過したため作業が失敗しました。"
MSI_MINEFFECT_ON,"エフェクト簡略化 On"
MSI_MINEFFECT_OFF,"エフェクト簡略化 Off"
MSI_CAPITAL,"資本金"
MSI_OPEN_ITEMWND_TO_THROW,"アイテムを捨てるときはアイテムウィンドウを開いてください。"
MSI_ASK_PNGAMEROOM,"Internet Cafe Time Plan has been ended. Would you like to continue the game with your personal play time?"
MSI_REPLY_REMAINTIME,"No Msg 693"
MSI_INFO_REMAINTIME,"No Msg 694"
MSI_OVER_OR_LOW_MONEY,"お金が足りないか、所持できる最大金額を超過しました。"
MSI_PRESS_ESC_TO_RESTART,"Your character has fainted. Push the ESC key to restart."
MSI_EA_OBTAIN,"  %d 個獲得"
MSI_SPELL_LIST,"スペルリスト"
MSI_MINEFFECT,"/最小化"
MSI_DAMAGED_ITEM,"このアイテムは損傷しています。"
MSI_EXPLAIN_NOSHIFT,"/noshift : Shiftキーを押さずに対象指定スキルが使用可能になります。 On/Off"
MSI_NOSHIFT_ON,"Shiftキーを押さずに対象指定スキルが使用可能になります。[On]"
MSI_NOSHIFT_OFF,"Shiftキーを押さずに対象指定スキルが使用可能になります。[Off]"
MSI_REFUSE_BAN_BY_DBA,"MSI_REFUSE_BAN_BY_DBA"
MSI_REFUSE_EMAIL_NOT_CONFIRMED,"MSI_REFUSE_EMAIL_NOT_CONFIRMED"
MSI_REFUSE_BAN_BY_GM,"MSI_REFUSE_BAN_BY_GM"
MSI_REFUSE_TEMP_BAN_FOR_DBWORK,"MSI_REFUSE_TEMP_BAN_FOR_DBWORK"
MSI_REFUSE_SELF_LOCK,"MSI_REFUSE_SELF_LOCK"
MSI_REFUSE_NOT_PERMITTED_GROUP,"MSI_REFUSE_NOT_PERMITTED_GROUP"
MSI_REFUSE_WAIT_FOR_SAKRAY_ACTIVE,"MSI_REFUSE_WAIT_FOR_SAKRAY_ACTIVE"
MSI_EXPLAIN_AURA,"/aura : 最大レベルのキャラクターに表示されるオーラエフェクトを簡略化することができます。 On/Off"
